order_id,order_date,city,state,sales_channel,store_type,product_category,quantity,unit_price,discount_percent,net_sales_amount,payment_mode,customer_gender,customer_age,sales
ORD1089989,2025-10-19,Ahmedabad,Gujarat,Online,Online Only,Computer Glasses,1,4646,10,4181.4,UPI,Other,43,4646
ORD1089990,2023-08-10,Chennai,Tamil Nadu,Online,Online Only,Eyeglasses,2,2617,10,4710.6,Credit Card,Other,28,5234
ORD1089991,2024-06-07,Faridabad,Haryana,Offline,Mall Store,Eyeglasses,2,4165,10,7497.0,Cash,Other,61,8330
ORD1089992,2024-07-09,Jaipur,Rajasthan,Offline,Online Only,Contact Lenses,2,1610,0,3220.0,Debit Card,Other,63,3220
ORD1089993,2022-07-21,Noida,Uttar Pradesh,Online,Online Only,Computer Glasses,1,3821,10,3438.9,Cash,Female,44,3821
ORD1089994,2023-06-13,Patna,Bihar,Online,Online Only,Sunglasses,3,4003,15,10207.65,Debit Card,Female,44,12009
ORD1089995,2025-07-03,Trivandrum,Kerala,Online,Online Only,Computer Glasses,1,2102,5,1996.9,UPI,Female,63,2102
ORD1089996,2024-08-31,Noida,Uttar Pradesh,Offline,Mall Store,Computer Glasses,3,1703,15,4342.65,UPI,Male,30,5109
ORD1089997,2024-06-08,Gurugram,Haryana,Offline,Standalone Store,Contact Lenses,2,2445,5,4645.5,Credit Card,Male,44,4890
ORD1089998,2024-07-02,Mumbai,Maharashtra,Online,Online Only,Sunglasses,1,1124,0,1124.0,Cash,Female,50,1124
ORD1089999,2023-05-02,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,2,4453,15,7570.1,UPI,Female,34,8906
ORD1090000,2024-06-29,Kolkata,West Bengal,Online,Online Only,Computer Glasses,3,1590,15,4054.5,Debit Card,Other,23,4770
ORD1090001,2023-07-14,Chennai,Tamil Nadu,Online,Online Only,Computer Glasses,1,3361,5,3192.95,Credit Card,Female,60,3361
ORD1090002,2022-06-18,Pune,Maharashtra,Offline,Standalone Store,Contact Lenses,3,1559,5,4443.15,Debit Card,Female,35,4677
ORD1090003,2022-10-08,Kochi,Kerala,Online,Online Only,Contact Lenses,3,894,20,2145.6,Credit Card,Male,43,2682
ORD1090004,2025-04-14,Ahmedabad,Gujarat,Online,Online Only,Computer Glasses,1,3091,10,2781.9,Cash,Other,33,3091
ORD1090005,2024-05-19,Gurugram,Haryana,Online,Online Only,Sunglasses,2,1931,5,3668.9,Credit Card,Female,51,3862
ORD1090006,2025-02-13,Cuttack,Odisha,Offline,Standalone Store,Eyeglasses,2,1626,10,2926.8,Cash,Other,19,3252
ORD1090007,2025-10-19,Patna,Bihar,Offline,Online Only,Computer Glasses,3,4072,0,12216.0,Net Banking,Female,19,12216
ORD1090008,2023-12-14,Hyderabad,Telangana,Online,Online Only,Contact Lenses,1,3390,15,2881.5,UPI,Other,43,3390
ORD1090009,2023-07-14,Indore,Madhya Pradesh,Offline,Standalone Store,Sunglasses,1,1263,10,1136.7,UPI,Male,32,1263
ORD1090010,2024-09-16,Jaipur,Rajasthan,Offline,Online Only,Computer Glasses,1,4865,0,4865.0,Debit Card,Male,41,4865
ORD1090011,2024-09-10,Bhubaneswar,Odisha,Offline,High Street Store,Sunglasses,1,1632,0,1632.0,Credit Card,Male,30,1632
ORD1090012,2023-05-30,Ranchi,Jharkhand,Online,Online Only,Sunglasses,3,2726,0,8178.0,Debit Card,Female,58,8178
ORD1090013,2022-02-20,Bhopal,Madhya Pradesh,Online,Online Only,Sunglasses,1,2933,5,2786.35,Net Banking,Female,31,2933
ORD1090014,2025-03-23,Mumbai,Maharashtra,Online,Online Only,Sunglasses,2,4557,25,6835.5,Cash,Other,23,9114
ORD1090015,2022-02-23,Gurugram,Haryana,Online,Online Only,Eyeglasses,1,2453,20,1962.4,Net Banking,Female,51,2453
ORD1090016,2025-03-13,Ranchi,Jharkhand,Online,Online Only,Computer Glasses,3,1055,10,2848.5,Cash,Other,56,3165
ORD1090017,2024-08-02,Noida,Uttar Pradesh,Online,Online Only,Eyeglasses,2,1752,5,3328.8,UPI,Female,36,3504
ORD1090018,2025-05-20,Noida,Uttar Pradesh,Offline,Mall Store,Contact Lenses,1,860,20,688.0,Net Banking,Male,49,860
ORD1090019,2024-04-13,Bengaluru,Karnataka,Offline,Standalone Store,Computer Glasses,3,1907,0,5721.0,Credit Card,Female,41,5721
ORD1090020,2025-06-07,Bhopal,Madhya Pradesh,Offline,Standalone Store,Contact Lenses,2,3322,15,5647.4,UPI,Female,33,6644
ORD1090021,2023-02-01,Bengaluru,Karnataka,Offline,High Street Store,Contact Lenses,2,1418,20,2268.8,UPI,Male,43,2836
ORD1090022,2025-03-28,Mumbai,Maharashtra,Online,Online Only,Contact Lenses,1,1344,15,1142.4,Debit Card,Other,61,1344
ORD1090023,2025-08-05,Lucknow,Uttar Pradesh,Online,Online Only,Contact Lenses,2,4468,5,8489.2,Debit Card,Female,34,8936
ORD1090024,2023-01-16,Ranchi,Jharkhand,Offline,Mall Store,Contact Lenses,3,2607,5,7429.95,UPI,Female,22,7821
ORD1090025,2023-02-15,Delhi,Delhi,Offline,High Street Store,Eyeglasses,2,2146,10,3862.8,Net Banking,Female,35,4292
ORD1090026,2022-02-27,Faridabad,Haryana,Online,Online Only,Sunglasses,1,3663,15,3113.55,Cash,Male,52,3663
ORD1090027,2023-11-29,Delhi,Delhi,Offline,Standalone Store,Eyeglasses,3,976,0,2928.0,Cash,Other,29,2928
ORD1090028,2022-04-30,Noida,Uttar Pradesh,Offline,Standalone Store,Sunglasses,3,2746,10,7414.2,Debit Card,Female,27,8238
ORD1090029,2025-12-02,Trivandrum,Kerala,Offline,High Street Store,Computer Glasses,3,4386,20,10526.4,Debit Card,Other,30,13158
ORD1090030,2023-05-22,Kolkata,West Bengal,Offline,High Street Store,Computer Glasses,3,2412,15,6150.6,Net Banking,Other,42,7236
ORD1090031,2025-12-15,Ahmedabad,Gujarat,Offline,Online Only,Sunglasses,3,1709,15,4357.95,Debit Card,Female,20,5127
ORD1090032,2024-12-02,Cuttack,Odisha,Online,Online Only,Contact Lenses,2,2580,25,3870.0,Debit Card,Female,41,5160
ORD1090033,2023-05-14,Indore,Madhya Pradesh,Offline,High Street Store,Eyeglasses,1,4421,10,3978.9,Debit Card,Male,22,4421
ORD1090034,2024-05-10,Gurugram,Haryana,Offline,High Street Store,Contact Lenses,2,4871,10,8767.8,Cash,Other,37,9742
ORD1090035,2022-07-25,Lucknow,Uttar Pradesh,Online,Online Only,Sunglasses,2,3564,10,6415.2,Credit Card,Male,18,7128
ORD1090036,2022-04-03,Bengaluru,Karnataka,Offline,Mall Store,Computer Glasses,1,3144,5,2986.8,Credit Card,Other,51,3144
ORD1090037,2024-10-23,Faridabad,Haryana,Offline,High Street Store,Eyeglasses,2,1048,10,1886.4,Net Banking,Male,32,2096
ORD1090038,2023-03-07,Ranchi,Jharkhand,Offline,High Street Store,Sunglasses,2,1352,15,2298.4,Credit Card,Male,52,2704
ORD1090039,2022-10-22,Delhi,Delhi,Offline,Standalone Store,Computer Glasses,1,972,10,874.8,Net Banking,Other,54,972
ORD1090040,2023-01-24,Chandigarh,Chandigarh,Offline,High Street Store,Eyeglasses,3,2115,5,6027.75,UPI,Other,39,6345
ORD1090041,2022-12-03,Ranchi,Jharkhand,Offline,Standalone Store,Computer Glasses,3,4867,5,13870.95,Credit Card,Female,41,14601
ORD1090042,2025-06-19,Chandigarh,Chandigarh,Online,Online Only,Sunglasses,2,3010,0,6020.0,Cash,Female,31,6020
ORD1090043,2025-08-19,Indore,Madhya Pradesh,Offline,Online Only,Sunglasses,3,1033,15,2634.15,Cash,Male,26,3099
ORD1090044,2022-11-21,Jaipur,Rajasthan,Offline,High Street Store,Sunglasses,1,3953,15,3360.05,Net Banking,Male,53,3953
ORD1090045,2023-07-06,Indore,Madhya Pradesh,Online,Online Only,Contact Lenses,2,4642,15,7891.4,UPI,Other,19,9284
ORD1090046,2024-10-01,Jaipur,Rajasthan,Offline,Mall Store,Computer Glasses,1,1450,10,1305.0,Credit Card,Male,62,1450
ORD1090047,2025-11-21,Bhubaneswar,Odisha,Online,Online Only,Contact Lenses,1,1150,15,977.5,Net Banking,Female,43,1150
ORD1090048,2024-02-06,Chandigarh,Chandigarh,Offline,Mall Store,Contact Lenses,2,2201,15,3741.7,Credit Card,Other,57,4402
ORD1090049,2024-10-03,Bhubaneswar,Odisha,Online,Online Only,Contact Lenses,3,901,10,2432.7,Debit Card,Female,63,2703
ORD1090050,2024-04-15,Bhubaneswar,Odisha,Offline,Online Only,Eyeglasses,1,1202,0,1202.0,Net Banking,Male,42,1202
ORD1090051,2025-05-28,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,1,2501,20,2000.8,UPI,Other,57,2501
ORD1090052,2022-06-21,Kolkata,West Bengal,Offline,Mall Store,Sunglasses,2,2898,0,5796.0,Debit Card,Other,57,5796
ORD1090053,2022-01-30,Gurugram,Haryana,Offline,High Street Store,Eyeglasses,1,1632,5,1550.4,Debit Card,Other,52,1632
ORD1090054,2024-03-13,Bhubaneswar,Odisha,Online,Online Only,Contact Lenses,1,2074,0,2074.0,Credit Card,Male,56,2074
ORD1090055,2022-12-23,Indore,Madhya Pradesh,Offline,Standalone Store,Eyeglasses,2,3020,20,4832.0,Net Banking,Male,48,6040
ORD1090056,2025-11-07,Indore,Madhya Pradesh,Online,Online Only,Sunglasses,3,2085,5,5942.25,Net Banking,Other,49,6255
ORD1090057,2024-09-30,Delhi,Delhi,Offline,Online Only,Eyeglasses,1,2612,5,2481.4,UPI,Male,27,2612
ORD1090058,2022-11-30,Chennai,Tamil Nadu,Offline,Standalone Store,Eyeglasses,2,3927,5,7461.3,Cash,Male,30,7854
ORD1090059,2025-12-02,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,3,2254,20,5409.6,Cash,Other,47,6762
ORD1090060,2024-01-04,Lucknow,Uttar Pradesh,Offline,Mall Store,Contact Lenses,2,879,15,1494.3,Net Banking,Other,53,1758
ORD1090061,2025-12-02,Hyderabad,Telangana,Offline,Standalone Store,Contact Lenses,3,4582,0,13746.0,Cash,Female,45,13746
ORD1090062,2024-12-11,Patna,Bihar,Online,Online Only,Eyeglasses,1,4156,0,4156.0,Cash,Female,37,4156
ORD1090063,2023-12-25,Bengaluru,Karnataka,Online,Online Only,Sunglasses,1,1563,5,1484.85,Net Banking,Other,42,1563
ORD1090064,2024-06-04,Pune,Maharashtra,Online,Online Only,Eyeglasses,2,4638,20,7420.8,UPI,Female,18,9276
ORD1090065,2024-10-08,Noida,Uttar Pradesh,Offline,High Street Store,Eyeglasses,3,4183,0,12549.0,Debit Card,Female,46,12549
ORD1090066,2024-08-02,Chennai,Tamil Nadu,Offline,Standalone Store,Contact Lenses,1,3896,15,3311.6,Net Banking,Female,32,3896
ORD1090067,2024-08-04,Bengaluru,Karnataka,Online,Online Only,Contact Lenses,3,1558,10,4206.6,Debit Card,Other,54,4674
ORD1090068,2024-08-31,Bhopal,Madhya Pradesh,Online,Online Only,Computer Glasses,2,1881,15,3197.7,Cash,Male,64,3762
ORD1090069,2022-04-07,Delhi,Delhi,Online,Online Only,Sunglasses,2,3626,5,6889.4,Credit Card,Male,26,7252
ORD1090070,2023-11-20,Bhubaneswar,Odisha,Offline,Online Only,Contact Lenses,2,2839,0,5678.0,Credit Card,Female,27,5678
ORD1090071,2023-05-26,Lucknow,Uttar Pradesh,Online,Online Only,Eyeglasses,3,3522,5,10037.7,Net Banking,Male,33,10566
ORD1090072,2024-09-22,Hyderabad,Telangana,Online,Online Only,Contact Lenses,2,4857,5,9228.3,Net Banking,Male,35,9714
ORD1090073,2023-12-17,Cuttack,Odisha,Offline,Mall Store,Sunglasses,2,1534,10,2761.2,Cash,Male,21,3068
ORD1090074,2022-12-05,Ahmedabad,Gujarat,Online,Online Only,Sunglasses,2,3008,15,5113.6,Debit Card,Female,35,6016
ORD1090075,2024-09-30,Chennai,Tamil Nadu,Online,Online Only,Computer Glasses,1,1632,0,1632.0,Debit Card,Male,44,1632
ORD1090076,2025-05-13,Noida,Uttar Pradesh,Online,Online Only,Eyeglasses,3,1299,15,3312.45,Net Banking,Other,42,3897
ORD1090077,2025-09-14,Lucknow,Uttar Pradesh,Offline,Mall Store,Computer Glasses,2,2778,15,4722.6,Debit Card,Female,64,5556
ORD1090078,2023-05-20,Gurugram,Haryana,Online,Online Only,Sunglasses,3,1420,10,3834.0,Cash,Other,45,4260
ORD1090079,2025-11-06,Faridabad,Haryana,Offline,High Street Store,Contact Lenses,2,2346,10,4222.8,UPI,Other,33,4692
ORD1090080,2023-06-29,Coimbatore,Tamil Nadu,Online,Online Only,Eyeglasses,1,3759,10,3383.1,UPI,Other,49,3759
ORD1090081,2022-09-28,Chennai,Tamil Nadu,Online,Online Only,Sunglasses,3,4260,5,12141.0,Credit Card,Female,32,12780
ORD1090082,2023-11-18,Hyderabad,Telangana,Online,Online Only,Contact Lenses,3,3641,25,8192.25,UPI,Other,24,10923
ORD1090083,2024-10-29,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,1,2228,20,1782.4,Credit Card,Male,58,2228
ORD1090084,2023-01-26,Mumbai,Maharashtra,Online,Online Only,Sunglasses,3,2811,0,8433.0,Credit Card,Male,61,8433
ORD1090085,2022-10-15,Faridabad,Haryana,Online,Online Only,Sunglasses,2,943,10,1697.4,Cash,Other,63,1886
ORD1090086,2024-11-12,Cuttack,Odisha,Online,Online Only,Sunglasses,1,3778,15,3211.3,Credit Card,Other,18,3778
ORD1090087,2025-12-29,Chandigarh,Chandigarh,Online,Online Only,Eyeglasses,1,1002,15,851.7,UPI,Other,52,1002
ORD1090088,2025-09-16,Hyderabad,Telangana,Offline,Online Only,Contact Lenses,1,2695,15,2290.75,Cash,Other,62,2695
ORD1090089,2025-03-12,Kolkata,West Bengal,Offline,Online Only,Contact Lenses,3,3646,10,9844.2,UPI,Female,48,10938
ORD1090090,2025-01-12,Pune,Maharashtra,Online,Online Only,Eyeglasses,1,1363,0,1363.0,Cash,Other,58,1363
ORD1090091,2025-07-29,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,2,1688,15,2869.6,Cash,Male,35,3376
ORD1090092,2025-05-04,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,3,3368,20,8083.2,UPI,Other,22,10104
ORD1090093,2023-04-13,Noida,Uttar Pradesh,Offline,Online Only,Eyeglasses,1,4344,5,4126.8,Credit Card,Male,52,4344
ORD1090094,2023-12-22,Bengaluru,Karnataka,Offline,High Street Store,Contact Lenses,3,3211,0,9633.0,Debit Card,Male,48,9633
ORD1090095,2023-05-27,Kochi,Kerala,Offline,High Street Store,Contact Lenses,1,3463,25,2597.25,Cash,Other,33,3463
ORD1090096,2025-04-26,Patna,Bihar,Online,Online Only,Contact Lenses,1,4585,10,4126.5,Credit Card,Other,56,4585
ORD1090097,2022-09-10,Cuttack,Odisha,Online,Online Only,Contact Lenses,2,3563,10,6413.4,Credit Card,Male,59,7126
ORD1090098,2024-07-01,Cuttack,Odisha,Offline,Mall Store,Eyeglasses,1,2624,25,1968.0,Credit Card,Female,63,2624
ORD1090099,2023-07-24,Bhubaneswar,Odisha,Online,Online Only,Eyeglasses,1,3764,0,3764.0,Credit Card,Other,57,3764
ORD1090100,2025-03-01,Chandigarh,Chandigarh,Online,Online Only,Sunglasses,1,1383,10,1244.7,Cash,Male,20,1383
ORD1090101,2025-07-01,Kochi,Kerala,Online,Online Only,Eyeglasses,2,3254,10,5857.2,Debit Card,Other,55,6508
ORD1090102,2024-07-11,Delhi,Delhi,Offline,Online Only,Eyeglasses,1,4626,25,3469.5,Net Banking,Male,42,4626
ORD1090103,2022-11-30,Ranchi,Jharkhand,Offline,Online Only,Contact Lenses,3,2268,5,6463.8,Credit Card,Female,57,6804
ORD1090104,2024-12-20,Mumbai,Maharashtra,Online,Online Only,Contact Lenses,1,4607,10,4146.3,UPI,Male,40,4607
ORD1090105,2025-02-20,Cuttack,Odisha,Online,Online Only,Computer Glasses,1,3200,0,3200.0,UPI,Female,19,3200
ORD1090106,2024-12-27,Jaipur,Rajasthan,Online,Online Only,Contact Lenses,3,2473,20,5935.2,UPI,Male,43,7419
ORD1090107,2023-09-14,Noida,Uttar Pradesh,Offline,Standalone Store,Sunglasses,2,1713,10,3083.4,Credit Card,Male,34,3426
ORD1090108,2023-12-21,Patna,Bihar,Offline,Mall Store,Computer Glasses,3,2576,5,7341.6,Debit Card,Other,45,7728
ORD1090109,2023-12-23,Ahmedabad,Gujarat,Online,Online Only,Sunglasses,1,3225,0,3225.0,UPI,Female,35,3225
ORD1090110,2022-11-18,Chennai,Tamil Nadu,Online,Online Only,Eyeglasses,1,2820,15,2397.0,Debit Card,Male,36,2820
ORD1090111,2025-05-10,Pune,Maharashtra,Online,Online Only,Eyeglasses,3,1176,10,3175.2,Cash,Other,18,3528
ORD1090112,2024-03-15,Pune,Maharashtra,Online,Online Only,Computer Glasses,1,4597,5,4367.15,Debit Card,Female,52,4597
ORD1090113,2022-05-22,Coimbatore,Tamil Nadu,Online,Online Only,Eyeglasses,2,4158,10,7484.4,UPI,Other,41,8316
ORD1090114,2024-09-10,Trivandrum,Kerala,Offline,Standalone Store,Eyeglasses,2,4521,0,9042.0,Credit Card,Male,61,9042
ORD1090115,2025-10-19,Kolkata,West Bengal,Online,Online Only,Eyeglasses,1,2476,0,2476.0,Net Banking,Male,32,2476
ORD1090116,2022-08-22,Bengaluru,Karnataka,Offline,High Street Store,Contact Lenses,1,1588,10,1429.2,Cash,Male,43,1588
ORD1090117,2024-12-17,Ranchi,Jharkhand,Offline,High Street Store,Eyeglasses,2,865,0,1730.0,Credit Card,Male,18,1730
ORD1090118,2024-01-02,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,2,4151,15,7056.7,Debit Card,Other,40,8302
ORD1090119,2024-05-04,Mumbai,Maharashtra,Online,Online Only,Sunglasses,3,1912,5,5449.2,Net Banking,Other,18,5736
ORD1090120,2024-12-27,Indore,Madhya Pradesh,Offline,High Street Store,Sunglasses,3,4387,20,10528.8,Debit Card,Other,34,13161
ORD1090121,2023-02-08,Chennai,Tamil Nadu,Offline,Mall Store,Eyeglasses,3,4805,10,12973.5,Net Banking,Male,58,14415
ORD1090122,2023-09-02,Kolkata,West Bengal,Offline,Mall Store,Sunglasses,1,4847,20,3877.6,UPI,Female,63,4847
ORD1090123,2024-07-24,Delhi,Delhi,Offline,High Street Store,Eyeglasses,1,2082,0,2082.0,Net Banking,Female,36,2082
ORD1090124,2025-04-05,Indore,Madhya Pradesh,Offline,Standalone Store,Contact Lenses,1,3161,0,3161.0,UPI,Other,53,3161
ORD1090125,2025-11-12,Indore,Madhya Pradesh,Offline,Standalone Store,Eyeglasses,1,1379,0,1379.0,Net Banking,Female,51,1379
ORD1090126,2024-07-14,Mumbai,Maharashtra,Online,Online Only,Computer Glasses,1,1466,5,1392.7,Credit Card,Other,46,1466
ORD1090127,2024-11-06,Chandigarh,Chandigarh,Offline,Mall Store,Computer Glasses,1,1203,0,1203.0,Debit Card,Male,19,1203
ORD1090128,2023-04-14,Hyderabad,Telangana,Online,Online Only,Computer Glasses,2,2223,5,4223.7,Net Banking,Other,61,4446
ORD1090129,2024-06-29,Trivandrum,Kerala,Offline,Standalone Store,Computer Glasses,1,1007,10,906.3,UPI,Female,33,1007
ORD1090130,2022-10-11,Bhopal,Madhya Pradesh,Offline,Online Only,Contact Lenses,2,3992,15,6786.4,UPI,Other,21,7984
ORD1090131,2023-03-16,Gurugram,Haryana,Online,Online Only,Computer Glasses,1,2956,20,2364.8,Net Banking,Other,50,2956
ORD1090132,2025-12-09,Indore,Madhya Pradesh,Offline,Online Only,Eyeglasses,2,2753,5,5230.7,Cash,Male,50,5506
ORD1090133,2025-12-14,Chennai,Tamil Nadu,Online,Online Only,Sunglasses,1,3907,15,3320.95,Cash,Male,18,3907
ORD1090134,2022-12-22,Kolkata,West Bengal,Offline,Mall Store,Computer Glasses,1,4020,10,3618.0,Credit Card,Other,58,4020
ORD1090135,2025-07-21,Bhopal,Madhya Pradesh,Online,Online Only,Sunglasses,2,1610,5,3059.0,Net Banking,Female,51,3220
ORD1090136,2023-04-15,Gurugram,Haryana,Online,Online Only,Sunglasses,3,1684,15,4294.2,Credit Card,Female,27,5052
ORD1090137,2022-07-19,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,1,1979,20,1583.2,Cash,Female,20,1979
ORD1090138,2024-11-01,Bhubaneswar,Odisha,Offline,Online Only,Sunglasses,1,1516,10,1364.4,Credit Card,Other,56,1516
ORD1090139,2024-10-17,Delhi,Delhi,Online,Online Only,Contact Lenses,1,1353,15,1150.05,Cash,Male,54,1353
ORD1090140,2025-07-25,Cuttack,Odisha,Offline,Standalone Store,Eyeglasses,2,4466,10,8038.8,Net Banking,Male,37,8932
ORD1090141,2025-12-06,Indore,Madhya Pradesh,Online,Online Only,Sunglasses,1,3012,10,2710.8,Cash,Other,45,3012
ORD1090142,2022-11-26,Mumbai,Maharashtra,Offline,Mall Store,Sunglasses,3,4716,0,14148.0,Net Banking,Other,60,14148
ORD1090143,2023-11-27,Patna,Bihar,Online,Online Only,Sunglasses,3,2341,10,6320.7,Net Banking,Female,43,7023
ORD1090144,2022-12-05,Chennai,Tamil Nadu,Offline,Online Only,Sunglasses,2,2396,15,4073.2,UPI,Female,62,4792
ORD1090145,2025-10-03,Pune,Maharashtra,Online,Online Only,Contact Lenses,1,1666,15,1416.1,Credit Card,Male,54,1666
ORD1090146,2022-03-15,Hyderabad,Telangana,Online,Online Only,Sunglasses,1,1802,0,1802.0,Cash,Male,64,1802
ORD1090147,2025-05-25,Kolkata,West Bengal,Offline,Mall Store,Sunglasses,1,1843,10,1658.7,UPI,Female,54,1843
ORD1090148,2024-09-18,Noida,Uttar Pradesh,Online,Online Only,Computer Glasses,2,2550,20,4080.0,Cash,Male,27,5100
ORD1090149,2025-12-16,Trivandrum,Kerala,Online,Online Only,Sunglasses,1,3883,10,3494.7,UPI,Female,18,3883
ORD1090150,2024-05-12,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,2,1248,10,2246.4,UPI,Male,63,2496
ORD1090151,2025-04-24,Pune,Maharashtra,Online,Online Only,Sunglasses,3,3008,15,7670.4,Credit Card,Female,49,9024
ORD1090152,2022-05-13,Hyderabad,Telangana,Online,Online Only,Sunglasses,1,3641,15,3094.85,Cash,Other,57,3641
ORD1090153,2023-05-20,Bhopal,Madhya Pradesh,Offline,Mall Store,Sunglasses,1,4842,0,4842.0,UPI,Female,52,4842
ORD1090154,2024-12-09,Chennai,Tamil Nadu,Online,Online Only,Computer Glasses,2,1527,20,2443.2,Credit Card,Female,50,3054
ORD1090155,2024-04-26,Indore,Madhya Pradesh,Online,Online Only,Contact Lenses,1,4276,0,4276.0,Credit Card,Other,55,4276
ORD1090156,2022-03-16,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,2,3941,10,7093.8,Credit Card,Female,60,7882
ORD1090157,2025-08-30,Lucknow,Uttar Pradesh,Offline,High Street Store,Eyeglasses,1,1431,10,1287.9,Net Banking,Male,56,1431
ORD1090158,2025-10-03,Indore,Madhya Pradesh,Offline,Standalone Store,Eyeglasses,1,4332,10,3898.8,UPI,Other,61,4332
ORD1090159,2025-05-09,Delhi,Delhi,Online,Online Only,Computer Glasses,1,1667,5,1583.65,Debit Card,Other,43,1667
ORD1090160,2025-01-25,Chandigarh,Chandigarh,Offline,High Street Store,Contact Lenses,1,4115,5,3909.25,Debit Card,Other,50,4115
ORD1090161,2025-05-25,Jaipur,Rajasthan,Offline,Mall Store,Sunglasses,3,1679,0,5037.0,Debit Card,Female,48,5037
ORD1090162,2023-11-12,Cuttack,Odisha,Online,Online Only,Contact Lenses,2,3570,0,7140.0,Credit Card,Male,19,7140
ORD1090163,2023-05-20,Ranchi,Jharkhand,Online,Online Only,Computer Glasses,1,4092,15,3478.2,Credit Card,Male,25,4092
ORD1090164,2022-01-02,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,1,2539,10,2285.1,Cash,Female,63,2539
ORD1090165,2024-06-07,Cuttack,Odisha,Online,Online Only,Computer Glasses,2,1803,10,3245.4,Net Banking,Male,24,3606
ORD1090166,2023-12-18,Ranchi,Jharkhand,Online,Online Only,Eyeglasses,2,817,15,1388.9,Credit Card,Other,54,1634
ORD1090167,2023-02-13,Trivandrum,Kerala,Offline,Online Only,Contact Lenses,2,2932,5,5570.8,Cash,Male,51,5864
ORD1090168,2023-08-07,Patna,Bihar,Offline,High Street Store,Sunglasses,3,4096,10,11059.2,Net Banking,Male,64,12288
ORD1090169,2023-10-01,Bhopal,Madhya Pradesh,Offline,Standalone Store,Contact Lenses,1,4911,5,4665.45,Debit Card,Other,40,4911
ORD1090170,2024-02-07,Bhubaneswar,Odisha,Online,Online Only,Computer Glasses,1,1565,10,1408.5,Cash,Other,62,1565
ORD1090171,2025-03-05,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,2,3411,10,6139.8,Debit Card,Male,47,6822
ORD1090172,2022-02-06,Noida,Uttar Pradesh,Offline,Standalone Store,Sunglasses,3,2123,5,6050.55,Cash,Other,64,6369
ORD1090173,2022-02-03,Cuttack,Odisha,Online,Online Only,Contact Lenses,2,3201,0,6402.0,UPI,Male,49,6402
ORD1090174,2025-03-05,Patna,Bihar,Offline,Mall Store,Computer Glasses,3,2361,10,6374.7,Debit Card,Male,64,7083
ORD1090175,2025-07-17,Chennai,Tamil Nadu,Offline,Standalone Store,Eyeglasses,2,838,5,1592.2,Credit Card,Other,18,1676
ORD1090176,2024-12-07,Gurugram,Haryana,Online,Online Only,Contact Lenses,3,4934,10,13321.8,Debit Card,Male,44,14802
ORD1090177,2022-08-10,Ranchi,Jharkhand,Offline,Mall Store,Eyeglasses,2,1717,15,2918.9,Net Banking,Other,27,3434
ORD1090178,2025-04-28,Patna,Bihar,Online,Online Only,Computer Glasses,3,3521,20,8450.4,Cash,Male,62,10563
ORD1090179,2022-06-06,Ahmedabad,Gujarat,Offline,Mall Store,Eyeglasses,1,3866,25,2899.5,Cash,Male,22,3866
ORD1090180,2024-09-30,Delhi,Delhi,Online,Online Only,Contact Lenses,1,1138,15,967.3,Net Banking,Male,61,1138
ORD1090181,2022-07-29,Trivandrum,Kerala,Online,Online Only,Contact Lenses,2,1720,0,3440.0,Cash,Female,42,3440
ORD1090182,2024-10-16,Kolkata,West Bengal,Offline,High Street Store,Computer Glasses,2,4585,5,8711.5,Credit Card,Male,54,9170
ORD1090183,2022-07-25,Patna,Bihar,Offline,Online Only,Eyeglasses,3,4709,10,12714.3,Net Banking,Other,18,14127
ORD1090184,2024-11-08,Ranchi,Jharkhand,Online,Online Only,Eyeglasses,3,1115,15,2843.25,UPI,Other,29,3345
ORD1090185,2022-06-29,Bengaluru,Karnataka,Offline,High Street Store,Contact Lenses,2,1044,0,2088.0,Debit Card,Male,44,2088
ORD1090186,2024-07-10,Gurugram,Haryana,Online,Online Only,Sunglasses,1,4455,0,4455.0,UPI,Female,42,4455
ORD1090187,2024-02-01,Bhubaneswar,Odisha,Online,Online Only,Contact Lenses,1,1661,15,1411.85,Debit Card,Female,44,1661
ORD1090188,2023-11-27,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,1,4475,20,3580.0,Cash,Female,58,4475
ORD1090189,2022-05-01,Coimbatore,Tamil Nadu,Offline,High Street Store,Computer Glasses,3,3763,0,11289.0,Credit Card,Other,20,11289
ORD1090190,2023-05-29,Indore,Madhya Pradesh,Offline,High Street Store,Eyeglasses,1,2841,0,2841.0,Net Banking,Male,21,2841
ORD1090191,2022-08-06,Jaipur,Rajasthan,Online,Online Only,Eyeglasses,3,4717,10,12735.9,Net Banking,Male,58,14151
